,filename,label,answer
29,6_6_1-71030-A-6.wav,6,"<s> Yes, I can identify the hen from the audio.</s>"
30,1_1_3-107219-A-1.wav,1,<s> The characteristic of the audio is that it is a recording of a rooster crowing.</s>
31,1_1_3-107219-A-1.wav,1,<s> A rooster crowing.</s>
32,1_1_3-107219-A-1.wav,1,"<s> Yes, you can hear the rooster crowing on the audio.</s>"
33,1_1_3-107219-A-1.wav,1,"<s> Yes, there is a rooster on the audio.</s>"
34,1_1_3-107219-A-1.wav,1,"<s> Yes, the audio sounds like a rooster.</s>"
35,1_1_3-107219-A-1.wav,1,"<s> Yes, I can identify the rooster from the audio.</s>"
36,0_0_1-30344-A-0.wav,0,<s> The characteristic of the audio is a dog barking.</s>
37,0_0_1-30344-A-0.wav,0,<s> A dog barking.</s>
38,0_0_1-30344-A-0.wav,0,"<s> Yes, you can hear the dog barking on the audio.</s>"
39,0_0_1-30344-A-0.wav,0,"<s> Yes, there is a dog barking on the audio.</s>"
40,0_0_1-30344-A-0.wav,0,"<s> Yes, the audio sounds like a dog.</s>"
41,0_0_1-30344-A-0.wav,0,"<s> Yes, the dog in the audio is a bichon frise.</s>"
42,7_7_2-81970-A-7.wav,7,<s> The characteristic of the audio is a buzzing bee sound.</s>
43,7_7_2-81970-A-7.wav,7,<s> A fly buzzing.</s>
44,7_7_2-81970-A-7.wav,7,"<s> Yes, you can hear the buzzing of insects on the audio.</s>"
45,7_7_2-81970-A-7.wav,7,"<s> Yes, there is a fly buzzing on the audio.</s>"
46,7_7_2-81970-A-7.wav,7,"<s> No, the audio does not sound like insects.</s>"
47,7_7_2-81970-A-7.wav,7,"<s> Yes, the insects from the audio are mosquitoes.</s>"
48,4_4_5-156026-B-4.wav,4,"<s> The characteristic of the audio is that it is a recording of a frog croaking. The audio is clear and crisp, with the frog's croak being the main focus of the recording. There is no background noise or other distractions in the recording, which makes it easy to focus on the frog's croak. The audio is also in stereo, which means that the frog's croak is coming from both the left and right speakers, creating a more immersive experience. Overall, the audio is clear, crisp, and easy to focus on, making it an excellent recording of a frog's croak.</s>"
49,4_4_5-156026-B-4.wav,4,<s> The sound of a frog croaking.</s>
50,4_4_5-156026-B-4.wav,4,"<s> Yes, you can hear the frog croaking on the audio.</s>"
51,4_4_5-156026-B-4.wav,4,"<s> Yes, there is a frog on the audio.</s>"
52,4_4_5-156026-B-4.wav,4,"<s> Yes, the audio sounds like a frog.</s>"
53,4_4_5-156026-B-4.wav,4,"<s> Yes, the frog in the audio is a bullfrog (Rana catesbeianus).</s>"
54,6_6_5-263831-A-6.wav,6,"<s> The characteristic of this audio is that it is a recording of a rooster crowing. The rooster's crowing is loud and clear, and the audio captures the sound of the rooster crowing in the morning. The audio also captures the sound of birds chirping in the background, which adds to the natural ambiance of the recording. Overall, the audio captures the sound of a rooster crowing in the morning, which is a common sound in rural areas.</s>"
55,6_6_5-263831-A-6.wav,6,<s> A rooster crowing.</s>
56,6_6_5-263831-A-6.wav,6,"<s> Yes, you can hear the hen clucking on the audio.</s>"
57,6_6_5-263831-A-6.wav,6,"<s> Yes, there is a hen on the audio.</s>"
58,6_6_5-263831-A-6.wav,6,"<s> Yes, the audio sounds like a hen.</s>"
59,6_6_5-263831-A-6.wav,6,"<s> Yes, I can identify the hen from the audio.</s>"
60,2_2_5-103416-A-2.wav,2,<s> The characteristic of the audio is a high-pitched screeching sound.</s>
61,2_2_5-103416-A-2.wav,2,<s> Someone screaming in a high-pitched voice.</s>
62,2_2_5-103416-A-2.wav,2,"<s> Yes, you can hear the pig squealing on the audio.</s>"
63,2_2_5-103416-A-2.wav,2,"<s> Yes, there is a pig on the audio.</s>"
64,2_2_5-103416-A-2.wav,2,"<s> Yes, the audio sounds like a pig.</s>"
65,2_2_5-103416-A-2.wav,2,"<s> Yes, I can identify the pig from the audio. The pig is squealing.</s>"
66,9_9_2-109231-C-9.wav,9,"<s>The characteristic of this audio is that it is a recording of a crow's call. The crow's call is a common sound in nature and is often used as a way to communicate with other crows. In this particular recording, the crow's call is clear and crisp, with no background noise or other sounds to distract from the sound of the crow's call. The sound of the crow's call is a common sound in nature and is often used as a way to communicate with other crows. In this particular recording, the crow's call is clear and crisp, with no background noise or other sounds to distract from the sound of the crow's call. The sound of the crow's call is a common sound in nature and is often used as a way to communicate with other crows. In this particular recording, the crow's call is clear and crisp, with no background noise or other sounds to distract from the sound"
67,9_9_2-109231-C-9.wav,9,<s> The sound of a crow cawing.</s>
68,9_9_2-109231-C-9.wav,9,"<s> Yes, I can hear the crow on the audio.</s>"
69,9_9_2-109231-C-9.wav,9,"<s> Yes, there is a crow on the audio.</s>"
70,9_9_2-109231-C-9.wav,9,"<s> No, the audio does not sound like a crow.</s>"
71,9_9_2-109231-C-9.wav,9,"<s> Yes, the crow from the audio is a black-crowned night heron (Nycticorax nycticorax).</s>"
72,6_6_3-187549-A-6.wav,6,"<s> The characteristic of this audio is that it is a recording of a rooster crowing and chirping. The rooster's crowing is loud and clear, while the chirping is softer and more melodic. The audio is likely from a farm or rural area, as the rooster's crowing is a common sound in these environments. The audio is also likely to be from the morning, as the rooster's crowing is often associated with the start of a new day.</s>"
73,6_6_3-187549-A-6.wav,6,<s> A rooster crowing and birds chirping.</s>
74,6_6_3-187549-A-6.wav,6,"<s> Yes, you can hear the hen on the audio.</s>"
75,6_6_3-187549-A-6.wav,6,"<s> Yes, there is a hen on the audio.</s>"
76,6_6_3-187549-A-6.wav,6,"<s> Yes, the audio sounds like a hen.</s>"
77,6_6_3-187549-A-6.wav,6,"<s> Yes, I can identify the hen from the audio.</s>"
78,6_6_4-200330-A-6.wav,6,"<s>The characteristic of this audio is that it is a recording of a rooster crowing. The rooster's crowing is loud and clear, and it is accompanied by the sound of birds chirping in the background. The audio is in mono, which means that it only has one channel of sound. The audio is in stereo, which means that it has two channels of sound. The audio is in mono, which means that it only has one channel of sound. The audio is in stereo, which means that it has two channels of sound. The audio is in mono, which means that it only has one channel of sound. The audio is in stereo, which means that it has two channels of sound. The audio is in mono, which means that it only has one channel of sound. The audio is in stereo, which means that it has two channels of sound. The audio is in mono, which means that"
79,6_6_4-200330-A-6.wav,6,<s> Chickens clucking and a rooster crowing.</s>
80,6_6_4-200330-A-6.wav,6,"<s> Yes, you can hear the hen clucking on the audio.</s>"
81,6_6_4-200330-A-6.wav,6,"<s> Yes, there is a hen on the audio.</s>"
82,6_6_4-200330-A-6.wav,6,"<s> Yes, the audio sounds like a hen.</s>"
83,6_6_4-200330-A-6.wav,6,"<s> Yes, I can identify the hen from the audio.</s>"
84,1_1_5-200334-A-1.wav,1,<s> The audio is of a rooster crowing. The characteristic of the audio is that the rooster is crowing loudly.</s>
85,1_1_5-200334-A-1.wav,1,<s> A rooster crowing.</s>
86,1_1_5-200334-A-1.wav,1,"<s> Yes, you can hear the rooster crowing on the audio.</s>"
87,1_1_5-200334-A-1.wav,1,"<s> Yes, there is a rooster on the audio.</s>"
88,1_1_5-200334-A-1.wav,1,"<s> No, the audio does not sound like a rooster.</s>"
89,1_1_5-200334-A-1.wav,1,"<s> No, I cannot identify the rooster from the audio.</s>"
90,9_9_1-39835-B-9.wav,9,"<s> The characteristic of the audio is that it is a recording of a crow cawing. The audio is clear and crisp, with no background noise or other distractions. The cawing of the crow is the main focus of the audio, and it is a common sound that many people are familiar with. The audio can be used in a variety of contexts, such as in a nature documentary or as a sound effect in a movie or video game. The audio can also be used as a source of inspiration for artists, as the cawing of the crow is often used as a motif in art and literature. Overall, the audio is a high-quality recording of a crow cawing, with clear and crisp sound quality.</s>"
91,9_9_1-39835-B-9.wav,9,<s> The sound of a crow cawing.</s>
92,9_9_1-39835-B-9.wav,9,"<s> Yes, you can hear the crow on the audio.</s>"
93,9_9_1-39835-B-9.wav,9,"<s> Yes, there is a crow on the audio.</s>"
94,9_9_1-39835-B-9.wav,9,"<s> Yes, the audio sounds like a crow.</s>"
95,9_9_1-39835-B-9.wav,9,"<s> Yes, the crow from the audio is a carrion crow.</s>"
96,9_9_1-75162-A-9.wav,9,<s> The characteristic of the audio is a cawing crow.</s>
97,9_9_1-75162-A-9.wav,9,<s> The sound of a crow cawing.</s>
98,9_9_1-75162-A-9.wav,9,"<s> Yes, I can hear the crow on the audio.</s>"
99,9_9_1-75162-A-9.wav,9,"<s> Yes, there is a crow on the audio.</s>"
100,9_9_1-75162-A-9.wav,9,"<s> Yes, the audio sounds like a crow.</s>"
101,9_9_1-75162-A-9.wav,9,"<s> Yes, I can identify the crow from the audio.</s>"
102,7_7_4-182314-B-7.wav,7,<s> The characteristic of the audio is a buzzing bee sound.</s>
103,7_7_4-182314-B-7.wav,7,<s> A bee buzzing.</s>
104,7_7_4-182314-B-7.wav,7,"<s> Yes, you can hear the insects buzzing on the audio.</s>"
105,7_7_4-182314-B-7.wav,7,"<s> Yes, there is a bee buzzing on the audio.</s>"
106,7_7_4-182314-B-7.wav,7,"<s> Yes, the audio sounds like a bee buzzing.</s>"
107,7_7_4-182314-B-7.wav,7,"<s> Yes, the insects in the audio are bumblebees.</s>"
108,9_9_5-213836-B-9.wav,9,"<s>The characteristic of this audio is that it is a recording of a bird cawing. The bird is likely a crow or a raven, and the sound of its cawing can be heard in the background of the recording. The recording is likely taken in the wild, as the bird's cawing can be heard in the background of the recording. The sound of the bird's cawing can be heard in the background of the recording. The sound of the bird's cawing can be heard in the background of the recording. The sound of the bird's cawing can be heard in the background of the recording. The sound of the bird's cawing can be heard in the background of the recording. The sound of the bird's cawing can be heard in the background of the recording. The sound of the bird's cawing can be heard in the background of the recording. The sound of the bird'"
109,9_9_5-213836-B-9.wav,9,<s> Crows cawing and screeching.</s>
110,9_9_5-213836-B-9.wav,9,"<s> Yes, you can hear the cawing of a crow on the audio.</s>"
111,9_9_5-213836-B-9.wav,9,"<s> Yes, there is a crow on the audio.</s>"
112,9_9_5-213836-B-9.wav,9,"<s> Yes, the audio sounds like a crow.</s>"
113,9_9_5-213836-B-9.wav,9,"<s> Yes, the crow from the audio is a black-crowned night heron (Nycticorax nycticorax).</s>"
114,5_5_3-95698-A-5.wav,5,<s> The characteristic of the audio is that it is a recording of a cat meowing.</s>
115,5_5_3-95698-A-5.wav,5,<s> A cat meowing and a dog barking.</s>
116,5_5_3-95698-A-5.wav,5,"<s> Yes, I can hear the cat meowing on the audio.</s>"
117,5_5_3-95698-A-5.wav,5,"<s> Yes, there is a cat on the audio.</s>"
118,5_5_3-95698-A-5.wav,5,"<s> No, the audio does not sound like a cat.</s>"
119,5_5_3-95698-A-5.wav,5,"<s> No, I cannot identify the cat from the audio.</s>"
120,7_7_3-110913-C-7.wav,7,<s> The characteristic of the audio is a buzzing sound.</s>
121,7_7_3-110913-C-7.wav,7,<s> A fly buzzing.</s>
122,7_7_3-110913-C-7.wav,7,"<s> Yes, you can hear the buzzing of insects on the audio.</s>"
123,7_7_3-110913-C-7.wav,7,"<s> Yes, there is a fly buzzing on the audio.</s>"
124,7_7_3-110913-C-7.wav,7,"<s> Yes, the audio sounds like a swarm of insects.</s>"
125,7_7_3-110913-C-7.wav,7,"<s> Yes, the insects in the audio are cicadas.</s>"
126,4_4_2-32515-D-4.wav,4,<s> The characteristic of the audio is the sound of a frog croaking.</s>
127,4_4_2-32515-D-4.wav,4,<s> The sound of a frog croaking.</s>
128,4_4_2-32515-D-4.wav,4,"<s> Yes, you can hear the frog on the audio.</s>"
129,4_4_2-32515-D-4.wav,4,"<s> Yes, there is a frog on the audio.</s>"
130,4_4_2-32515-D-4.wav,4,"<s> Yes, the audio sounds like a frog.</s>"
131,4_4_2-32515-D-4.wav,4,"<s> Yes, the frog from the audio is a bullfrog.</s>"
132,6_6_3-171281-A-6.wav,6,"<s> The characteristic of this audio is that it is a recording of a rooster crowing. The rooster's crowing is loud and clear, and it sounds like it is coming from a close distance. The audio also includes the sound of birds chirping in the background, which adds to the natural ambiance of the recording. Overall, the audio captures the sound of a rooster crowing in the morning, which is a common sound that many people are familiar with.</s>"
133,6_6_3-171281-A-6.wav,6,<s> Roosters crowing and chickens clucking.</s>
134,6_6_3-171281-A-6.wav,6,"<s> Yes, you can hear the hen clucking on the audio.</s>"
135,6_6_3-171281-A-6.wav,6,"<s> Yes, there is a hen on the audio.</s>"
136,6_6_3-171281-A-6.wav,6,"<s> Yes, the audio sounds like a hen.</s>"
137,6_6_3-171281-A-6.wav,6,"<s> Yes, I can identify the hen from the audio.</s>"
138,7_6_5-244315-C-6.wav,7,<s> The characteristic of this audio is a rooster crowing and chickens clucking in the background.</s>
139,7_6_5-244315-C-6.wav,7,<s> Roosters crowing and clucking.</s>
140,7_6_5-244315-C-6.wav,7,"<s> Yes, you can hear the insects on the audio.</s>"
141,7_6_5-244315-C-6.wav,7,"<s> Yes, there are insects on the audio.</s>"
142,7_6_5-244315-C-6.wav,7,"<s> No, the audio does not sound like insects.</s>"
143,7_6_5-244315-C-6.wav,7,"<s> Yes, the insects from the audio are crickets and grasshoppers.</s>"
144,8_8_3-140199-A-8.wav,8,"<s>The characteristic of this audio is that it is a recording of a flock of sheep bleating. The sheep are bleating in unison, and the recording captures the sound of the sheep bleating. The bleating of the sheep can be heard in the background of the recording. The sheep are bleating in the background of the recording. The sheep are bleating in the background of the recording. The sheep are bleating in the background of the recording. The sheep are bleating in the background of the recording. The sheep are bleating in the background of the recording. The sheep are bleating in the background of the recording. The sheep are bleating in the background of the recording. The sheep are bleating in the background of the recording. The sheep are bleating in the background of the recording. The sheep are bleating in the background of the recording. The sheep are bleating in the background of the recording. The sheep are bleating in the background of the"
145,8_8_3-140199-A-8.wav,8,<s> Sheep bleating.</s>
146,8_8_3-140199-A-8.wav,8,"<s> Yes, you can hear the sheep bleating on the audio.</s>"
147,8_8_3-140199-A-8.wav,8,"<s> Yes, there is a sheep on the audio.</s>"
148,8_8_3-140199-A-8.wav,8,"<s> Yes, the audio sounds like a sheep.</s>"
149,8_8_3-140199-A-8.wav,8,"<s> Yes, I can identify the sheep from the audio.</s>"
150,2_2_3-253084-A-2.wav,2,<s>The characteristic of this audio is that it is a recording of a pig squealing. The pig is squealing loudly and continuously. The recording is in mono and the pig is squealing in the foreground. The pig is squealing loudly and continuously. The recording is in mono and the pig is squealing in the foreground. The pig is squealing loudly and continuously. The recording is in mono and the pig is squealing in the foreground. The pig is squealing loudly and continuously. The recording is in mono and the pig is squealing in the foreground. The pig is squealing loudly and continuously. The recording is in mono and the pig is squealing in the foreground. The pig is squealing loudly and continuously. The recording is in mono and the
151,2_2_3-253084-A-2.wav,2,<s> A pig squealing.</s>
152,2_2_3-253084-A-2.wav,2,"<s> Yes, you can hear the pig on the audio.</s>"
153,2_2_3-253084-A-2.wav,2,"<s> Yes, there is a pig on the audio.</s>"
154,2_2_3-253084-A-2.wav,2,"<s> Yes, the audio sounds like a pig.</s>"
155,2_2_3-253084-A-2.wav,2,"<s> Yes, I can identify the pig from the audio.</s>"
156,6_6_5-248341-B-6.wav,6,<s> The characteristic of the audio is that it has a lot of reverb.</s>
157,6_6_5-248341-B-6.wav,6,<s> A rooster crowing.</s>
158,6_6_5-248341-B-6.wav,6,"<s> Yes, you can hear the hen clucking on the audio.</s>"
159,6_6_5-248341-B-6.wav,6,"<s> Yes, there is a hen on the audio.</s>"
160,6_6_5-248341-B-6.wav,6,"<s> Yes, the audio sounds like a hen.</s>"
161,6_6_5-248341-B-6.wav,6,"<s> Yes, I can identify the hen from the audio.</s>"
162,0_0_1-85362-A-0.wav,0,<s> The dog is barking loudly and aggressively.</s>
163,0_0_1-85362-A-0.wav,0,<s> A dog barking.</s>
164,0_0_1-85362-A-0.wav,0,"<s> Yes, you can hear the dog barking on the audio.</s>"
165,0_0_1-85362-A-0.wav,0,"<s> Yes, there is a dog barking on the audio.</s>"
166,0_0_1-85362-A-0.wav,0,"<s> No, the audio does not sound like a dog.</s>"
167,0_0_1-85362-A-0.wav,0,"<s> Yes, the dog in the audio is a bichon frise.</s>"
168,9_9_2-108763-A-9.wav,9,<s> The characteristic of the audio is that it is a bird call.</s>
169,9_9_2-108763-A-9.wav,9,<s> The sound of a bird.</s>
170,9_9_2-108763-A-9.wav,9,"<s> Yes, you can hear the crow on the audio.</s>"
171,9_9_2-108763-A-9.wav,9,"<s> Yes, there is a crow on the audio.</s>"
172,9_9_2-108763-A-9.wav,9,"<s> Yes, the audio sounds like a crow.</s>"
173,9_9_2-108763-A-9.wav,9,"<s> Yes, I can identify the crow from the audio.</s>"
174,7_7_4-133895-A-7.wav,7,<s> The characteristic of the audio is a bee buzzing.</s>
175,7_7_4-133895-A-7.wav,7,<s> A bee buzzing.</s>
176,7_7_4-133895-A-7.wav,7,"<s> Yes, you can hear the insects on the audio.</s>"
177,7_7_4-133895-A-7.wav,7,"<s> Yes, there is an insect on the audio.</s>"
178,7_7_4-133895-A-7.wav,7,"<s> No, the audio does not sound like insects.</s>"
179,7_7_4-133895-A-7.wav,7,"<s> Yes, the insects from the audio are bees and wasps.</s>"
180,4_4_3-83527-A-4.wav,4,<s>The characteristic of this audio is that it is a recording of a frog croaking. The croaking of the frog is the main characteristic of the audio. The audio is a recording of a frog croaking. The croaking of the frog is the main characteristic of the audio. The audio is a recording of a frog croaking. The croaking of the frog is the main characteristic of the audio. The audio is a recording of a frog croaking. The croaking of the frog is the main characteristic of the audio. The audio is a recording of a frog croaking. The croaking of the frog is the main characteristic of the audio. The audio is a recording of a frog croaking. The croaking of the frog is the main characteristic of the audio. The audio is a recording of a frog croaking. The croaking of the frog is the main characteristic of the audio. The audio is a recording
181,4_4_3-83527-A-4.wav,4,<s> A frog croaking and insects chirping.</s>
182,4_4_3-83527-A-4.wav,4,"<s> Yes, you can hear the frog on the audio.</s>"
183,4_4_3-83527-A-4.wav,4,"<s> Yes, there is a frog on the audio.</s>"
184,4_4_3-83527-A-4.wav,4,"<s> Yes, the audio sounds like a frog.</s>"
185,4_4_3-83527-A-4.wav,4,"<s> Yes, the frog in the audio is a bullfrog (Rana catesbeianus).</s>"
186,3_3_4-174860-B-3.wav,3,<s> The characteristic of this audio is that it is a recording of a herd of cows mooing.</s>
187,3_3_4-174860-B-3.wav,3,<s> Cows mooing.</s>
188,3_3_4-174860-B-3.wav,3,"<s> Yes, the audio includes the sound of a cow mooing.</s>"
189,3_3_4-174860-B-3.wav,3,"<s> Yes, there is a cow on the audio.</s>"
190,3_3_4-174860-B-3.wav,3,"<s> Yes, the audio sounds like a cow mooing.</s>"
191,3_3_4-174860-B-3.wav,3,"<s> No, I cannot identify the cow from the audio.</s>"
192,7_7_3-104761-B-7.wav,7,<s> The characteristic of the audio is a buzzing sound.</s>
193,7_7_3-104761-B-7.wav,7,<s> A bee buzzing.</s>
194,7_7_3-104761-B-7.wav,7,"<s> Yes, you can hear the insects buzzing on the audio.</s>"
195,7_7_3-104761-B-7.wav,7,"<s> Yes, there is a bee buzzing on the audio.</s>"
196,7_7_3-104761-B-7.wav,7,"<s> Yes, the audio sounds like insects.</s>"
197,7_7_3-104761-B-7.wav,7,"<s> Yes, the insects in the audio are crickets and grasshoppers.</s>"
198,9_9_4-173865-A-9.wav,9,<s> The characteristic of the audio is a cawing bird.</s>
199,9_9_4-173865-A-9.wav,9,<s> Crows cawing.</s>
200,9_9_4-173865-A-9.wav,9,"<s> Yes, you can hear the crow on the audio.</s>"
201,9_9_4-173865-A-9.wav,9,"<s> Yes, there is a crow on the audio.</s>"
202,9_9_4-173865-A-9.wav,9,"<s> Yes, the audio sounds like a crow.</s>"
203,9_9_4-173865-A-9.wav,9,"<s> Yes, the crow from the audio is a black-crowned night heron (Nycticorax nycticorax).</s>"
204,6_6_2-157488-A-6.wav,6,"<s>The characteristic of this audio is that it is a recording of a rooster crowing. The sound of the rooster crowing is loud and clear, and it can be heard in the background of the recording. The rooster crowing can be heard in the background of the recording. The rooster crowing can be heard in the background of the recording. The rooster crowing can be heard in the background of the recording. The rooster crowing can be heard in the background of the recording. The rooster crowing can be heard in the background of the recording. The rooster crowing can be heard in the background of the recording. The rooster crowing can be heard in the background of the recording. The rooster crowing can be heard in the background of the recording. The rooster crowing can be heard in the background of the recording. The rooster crowing can be heard in the background of the recording. The rooster crowing can be"
205,6_6_2-157488-A-6.wav,6,<s> Chickens clucking and a rooster crowing.</s>
206,6_6_2-157488-A-6.wav,6,"<s> Yes, you can hear the hen clucking on the audio.</s>"
207,6_6_2-157488-A-6.wav,6,"<s> Yes, there is a hen on the audio.</s>"
208,6_6_2-157488-A-6.wav,6,"<s> Yes, the audio sounds like a hen.</s>"
209,6_6_2-157488-A-6.wav,6,"<s> Yes, I can identify the hen from the audio.</s>"
210,4_4_2-32515-A-4.wav,4,"<s>The characteristic of this audio is that it is a recording of a frog croaking. The frog's croaking is loud and clear, and it is accompanied by the sound of nature in the background. The frog's croaking is a common sound in nature, and it is often used as an indicator of the presence of frogs in a particular area. In this audio, the frog's croaking is loud and clear, and it is accompanied by the sound of nature in the background. The frog's croaking is a common sound in nature, and it is often used as an indicator of the presence of frogs in a particular area. In this audio, the frog's croaking is loud and clear, and it is accompanied by the sound of nature in the background. The frog's croaking is a common sound in nature, and it is often used as an indicator of the presence of frogs in a particular area."
211,4_4_2-32515-A-4.wav,4,<s> A frog croaking.</s>
212,4_4_2-32515-A-4.wav,4,"<s> Yes, you can hear the frog croaking on the audio.</s>"
213,4_4_2-32515-A-4.wav,4,"<s> Yes, there is a frog on the audio.</s>"
214,4_4_2-32515-A-4.wav,4,"<s> Yes, the audio sounds like a frog.</s>"
215,4_4_2-32515-A-4.wav,4,"<s> Yes, the frog in the audio is a barking tree frog.</s>"
216,6_6_5-248341-A-6.wav,6,<s>The characteristic of this audio is that it is a recording of a rooster crowing. The rooster's crowing can be heard in the background of the audio. The audio is a recording of a rooster crowing. The rooster's crowing can be heard in the background of the audio. The audio is a recording of a rooster crowing. The rooster's crowing can be heard in the background of the audio. The audio is a recording of a rooster crowing. The rooster's crowing can be heard in the background of the audio. The audio is a recording of a rooster crowing. The rooster's crowing can be heard in the background of the audio. The audio is a recording of a rooster crowing. The rooster's crowing can be heard in the background of the audio. The audio is a recording of a rooster crowing. The rooster's crowing can
217,6_6_5-248341-A-6.wav,6,<s> Chickens clucking and a rooster crowing.</s>
218,6_6_5-248341-A-6.wav,6,"<s> Yes, you can hear the hen on the audio.</s>"
219,6_6_5-248341-A-6.wav,6,"<s> Yes, there is a hen on the audio.</s>"
220,6_6_5-248341-A-6.wav,6,"<s> Yes, the audio sounds like a hen.</s>"
221,6_6_5-248341-A-6.wav,6,"<s> Yes, I can identify the hen from the audio.</s>"
222,3_3_4-213915-B-3.wav,3,<s>The characteristic of this audio is that it is a recording of a cow mooing. The cow is mooing loudly and continuously. The mooing of the cow can be heard in the background of the audio. The audio is a recording of a cow mooing. The cow is mooing loudly and continuously. The mooing of the cow can be heard in the background of the audio. The audio is a recording of a cow mooing. The cow is mooing loudly and continuously. The mooing of the cow can be heard in the background of the audio. The audio is a recording of a cow mooing. The cow is mooing loudly and continuously. The mooing of the cow can be heard in the background of the audio. The audio is a recording of a cow mooing. The cow is mooing loudly and continuously. The mooing of the
223,3_3_4-213915-B-3.wav,3,<s> Cows mooing.</s>
224,3_3_4-213915-B-3.wav,3,"<s> Yes, the audio includes the sound of a cow mooing.</s>"
225,3_3_4-213915-B-3.wav,3,"<s> Yes, there is a cow mooing on the audio.</s>"
226,3_3_4-213915-B-3.wav,3,"<s> No, the audio does not sound like a cow.</s>"
227,3_3_4-213915-B-3.wav,3,"<s> No, I cannot identify the cow from the audio.</s>"
228,9_9_2-109231-A-9.wav,9,"<s> The characteristic of the audio is that it is a recording of a crow cawing and a bird chirping in the background. The audio is clear and crisp, with no background noise or distortion. The crow's caw is deep and resonant, while the bird's chirp is high-pitched and melodic. Overall, the audio captures the natural sounds of the outdoors and can be used in a variety of settings, such as nature documentaries or bird-watching videos.</s>"
229,9_9_2-109231-A-9.wav,9,<s> Crows cawing and birds chirping.</s>
230,9_9_2-109231-A-9.wav,9,"<s> Yes, you can hear the crow on the audio.</s>"
231,9_9_2-109231-A-9.wav,9,"<s> Yes, there is a crow on the audio.</s>"
232,9_9_2-109231-A-9.wav,9,"<s> Yes, the audio sounds like a crow.</s>"
233,9_9_2-109231-A-9.wav,9,"<s> Yes, the crow is from the audio.</s>"
234,7_7_2-99955-A-7.wav,7,<s> The characteristic of the audio is that it is distorted.</s>
235,7_7_2-99955-A-7.wav,7,<s> A fly buzzing around a microphone.</s>
236,7_7_2-99955-A-7.wav,7,"<s> Yes, you can hear the insects on the audio.</s>"
237,7_7_2-99955-A-7.wav,7,"<s> Yes, there is a fly on the audio.</s>"
238,7_7_2-99955-A-7.wav,7,"<s> No, the audio does not sound like insects.</s>"
